202.7578,214.24712,227.47725,233.04784,228.17357,222.60298,226.78093,223.99564,222.95116,214.24712,216.68425,216.33609,214.94344,203.45412,207.28389,207.63205,206.23941,195.09824,197.53537,199.27617,199.27617,189.45728,184.23486,178.31612,167.17496,159.51541,169.61209,157.42644,164.73782,169.61209,161.25621,157.07828,169.61209,173.44186,163.34518,158.81908,170.30841,173.79002,163.34518,159.16724,166.8268,170.30841,0
200.82156,211.9252,225.45778,229.62164,226.15175,220.25294,224.06981,221.2939,220.59993,212.2722,214.35413,214.00714,213.31316,202.20952,204.29146,205.33243,204.63844,195.26974,195.96373,196.6577,197.69867,194.4823,187.19554,181.29674,170.54008,162.55934,171.23405,159.78343,167.41718,171.23405,163.25331,159.78343,172.62201,176.0919,164.29428,161.86536,173.316,176.43889,164.29428,162.21234,169.15211,173.316,0
203.50385,215.23027,229.52187,233.91927,229.8883,224.0251,229.52187,225.85735,224.39154,217.06253,218.52834,217.79543,217.42897,206.8019,209.00061,209.00061,208.2677,199.10643,200.20578,200.20578,200.57224,197.42111,189.72565,183.86243,173.96826,167.00569,174.3347,162.97473,170.30374,174.70116,167.73859,162.97473,175.06761,178.73212,168.4715,165.17343,176.16696,178.73212,168.10504,165.17343,171.76955,175.43407,0
203.86943,215.23312,229.5294,233.92825,229.89597,223.66426,229.16283,225.49712,224.3974,216.33284,218.1657,217.79913,217.06598,206.802,208.63486,209.00142,208.26828,199.104,199.83714,200.20372,200.57028,196.6882,190.08992,183.85822,174.32736,166.62936,174.32736,162.96365,170.29507,174.69394,167.72908,162.96365,175.0605,179.09279,168.09566,165.16309,176.16022,179.09279,167.72908,165.16309,172.4945,175.79364,0
204.27708,216.00769,229.93777,235.4365,230.30435,223.70589,229.5712,226.63855,225.5388,217.47401,219.6735,218.20717,217.84059,206.47656,209.40923,209.7758,209.04263,199.51152,200.24469,200.97784,202.07759,196.7122,189.74716,183.88187,173.61758,167.01912,173.25099,162.98672,170.68492,175.08391,167.75227,162.62013,175.08391,179.1163,168.48544,164.81963,175.81706,178.38313,167.75227,164.45305,171.78467,175.08391,0
209.22511,221.46503,235.93039,241.49399,236.6722,228.51225,236.6722,233.33403,231.4795,222.57774,226.65771,224.80319,224.43228,212.93417,216.27234,216.27234,215.53052,204.03241,206.25786,207.37057,207.37057,196.57219,189.89586,184.70317,174.3178,168.7542,171.35054,162.81969,170.23782,174.68869,168.01237,162.81969,174.68869,178.76866,168.01237,164.67421,175.0596,178.39777,168.38329,164.67421,171.35054,174.68869,0
215.35388,227.03862,241.64453,247.85205,247.85205,239.0885,243.47028,239.81879,239.0885,230.32495,233.24612,231.78554,230.6901,218.64021,224.11743,223.02199,221.5614,209.87666,212.79784,214.62358,214.25844,199.93364,195.91702,191.17009,182.0414,179.12021,182.40654,170.7218,177.29446,182.0414,173.27785,168.53091,182.0414,184.96259,172.91269,170.35666,181.67625,182.7717,172.1824,168.53091,176.92932,180.21565,0
209.64075,221.5854,236.42572,242.21707,239.3214,231.35829,238.95944,236.06377,234.25397,224.48106,229.91046,227.73871,227.37674,215.43208,219.41364,221.5854,220.13756,206.74507,212.17445,215.43208,213.6223,203.19765,198.13022,193.78671,183.65186,176.41266,178.94638,172.79308,178.22246,182.92793,173.87895,171.7072,182.20401,186.18556,171.7072,172.79308,183.28989,186.54752,172.06915,174.2409,181.84206,184.37576,0
200.05806,211.41241,224.59811,229.72589,224.59811,220.93542,224.23186,223.49931,221.3017,209.94734,218.37154,216.54019,215.44138,202.9882,211.77869,210.3136,209.58107,194.19774,200.42433,203.35448,203.35448,202.09966,198.43697,192.21037,181.95482,173.53062,181.58856,171.33301,177.55959,181.95482,172.43181,171.69928,180.85602,184.88498,171.69928,172.06555,181.22229,186.35007,172.06555,173.53062,180.85602,185.61752,0
187.38298,197.561,209.92003,212.10103,207.73903,205.19452,210.28352,207.73903,205.55801,196.107,204.10402,202.28651,200.1055,188.83698,199.37851,197.9245,196.107,180.47646,183.02097,188.83698,189.20049,199.42755,195.79256,187.79553,179.43501,168.16649,170.34749,181.25252,175.8,178.34451,175.8,175.43651,178.34451,180.52551,172.5285,179.79851,178.70801,181.61601,172.165,170.34749,177.981,182.70651,0
175.44531,184.46823,196.01755,197.1003,190.6038,185.19006,190.96472,190.6038,189.88197,178.69356,184.10732,185.19006,184.46823,171.11432,178.33264,178.69356,179.05449,162.09142,168.94882,170.7534,171.47523,194.19582,190.58665,183.36832,172.90175,164.60066,168.93166,161.71333,168.20982,173.26266,165.68341,162.07425,171.819,177.23274,164.60066,163.87883,174.34541,179.39824,166.76616,167.12708,175.78908,179.39824,0
173.82951,182.26201,193.50534,194.20805,187.18097,184.7215,186.82962,185.07285,186.1269,176.64035,176.9917,178.39711,178.74847,169.96461,167.50514,169.96461,171.72139,161.18076,160.1267,161.18076,163.28888,190.15161,183.12453,173.98932,162.39464,153.96214,165.20547,151.50266,159.5838,165.55682,156.07027,153.96214,165.20547,170.12444,156.42162,156.77296,166.96223,171.8812,160.28651,158.52974,165.20547,168.71901,0
179.69713,188.27202,198.99063,200.77705,194.3459,193.27403,193.27403,192.55946,192.55946,183.98457,183.98457,185.05643,186.1283,177.91069,175.0524,177.19612,178.62527,168.97852,167.1921,168.62123,170.76495,187.8008,178.86862,169.57916,158.14598,149.2138,161.71886,148.14195,154.5731,160.64699,150.64296,149.57109,160.2897,166.00629,156.71683,152.42938,161.36156,167.43544,158.14598,154.5731,160.64699,165.29172,0
195.79002,205.23175,216.85233,219.75748,214.31032,213.94719,217.21547,214.31032,212.85776,204.8686,208.86317,208.13689,205.95804,196.87946,202.68974,200.51088,199.42145,189.25345,188.16402,190.34288,190.34288,185.55263,176.47404,169.21118,158.3169,147.42259,159.04318,160.1326,153.23288,158.3169,161.22203,151.05403,157.95375,161.58517,156.13803,149.9646,159.04318,164.49033,156.50117,152.50659,156.13803,159.04318,0
209.17007,218.93546,231.95596,235.57277,232.67932,229.06252,230.50923,229.78587,229.4242,220.38217,223.6373,223.6373,222.91394,212.4252,216.40369,216.042,215.31865,204.10654,204.46823,206.99998,209.17007,184.44524,179.02002,171.06305,161.65935,151.17061,162.38272,151.53229,155.87247,160.93599,157.68086,151.17061,160.93599,164.91447,157.68086,152.61734,162.02103,167.44624,157.68086,153.3407,159.48927,165.27615,0
222.00665,233.71088,247.54312,253.2179,253.57257,242.22302,248.60715,246.83379,245.06041,235.48424,239.38564,238.32162,236.90292,227.32675,230.87349,230.16414,228.39078,219.16927,221.29732,222.00665,222.00665,187.38008,182.41466,177.09456,167.16371,165.03568,163.97166,156.52351,162.55296,166.80904,162.90764,155.4595,166.45438,171.06512,161.48894,156.52351,166.45438,170.35577,161.13428,155.4595,161.13428,165.39035,0
228.58699,240.83202,254.82631,260.7739,259.0246,252.02745,257.27533,255.17618,253.07703,243.98073,248.52887,246.07988,244.33058,234.88443,238.73286,237.33344,235.58415,225.78813,229.28671,229.63657,229.28671,189.00917,184.81088,180.6126,171.5163,161.37042,170.46672,159.27127,166.26843,170.81657,163.81943,158.2217,169.767,173.61543,163.1197,158.57156,169.41714,171.86615,161.02057,157.87184,164.16928,168.36757,0
231.6619,243.7005,259.27988,265.65326,264.59103,256.80133,262.82065,260.3421,257.8636,250.42796,253.96873,249.7198,248.3035,237.6812,243.7005,240.86789,239.45158,228.82928,234.4945,234.14044,232.37006,191.45917,188.27248,185.43987,176.58795,166.6738,174.1094,164.54935,170.21457,174.46349,166.31972,162.77896,174.46349,176.94203,165.25749,162.42488,174.1094,173.75534,163.4871,160.30042,168.79826,171.63087,0
230.28757,242.67917,257.90314,263.9219,263.56787,260.7355,261.08957,258.61124,256.48697,248.69795,252.2384,247.98987,246.92772,235.9523,241.61703,239.49277,238.07658,227.80925,232.0578,232.41185,230.99567,193.45308,190.97476,188.1424,179.29124,169.02393,168.66988,167.2537,173.62651,177.87506,168.31583,165.48346,177.16698,179.29124,165.12943,165.48346,176.45888,175.7508,164.42133,164.06728,171.8563,173.62651,0
219.896,231.58276,246.10269,251.769,254.60216,243.62367,249.64413,247.87341,245.74855,234.77007,243.26953,240.43637,238.66565,225.91646,237.60323,234.77007,231.58276,217.41698,227.68718,226.62474,225.20816,195.16336,191.62192,186.6639,178.51857,175.68541,174.97713,166.1235,172.14397,176.03957,165.76936,164.35278,175.33127,177.81029,163.99864,164.35278,175.68541,177.81029,163.29036,166.47766,175.68541,178.51857,0
207.9284,219.29959,233.51357,239.19916,236.001,230.31541,234.5796,232.80286,230.67076,221.07634,226.76193,224.98518,224.62982,212.54796,221.43169,219.29959,216.81215,203.30887,205.44096,212.54796,211.12656,194.70703,189.73213,185.1126,174.45212,170.18793,173.74141,163.08093,169.83257,174.09677,165.56837,162.37024,173.38606,176.93956,162.72559,162.72559,173.74141,176.93956,162.72559,162.37024,173.03072,176.93956,0
196.79057,207.52403,220.76195,224.33977,221.11974,213.24854,220.40417,217.18414,215.753,207.8818,210.38628,209.67072,209.31294,200.3684,200.0106,202.51508,201.44174,190.70828,192.4972,195.35945,195.71722,195.74771,189.66542,183.94092,173.56525,168.19852,169.62964,162.11623,168.19852,173.20746,164.26291,161.40067,172.84969,176.4275,162.83179,163.18958,172.84969,176.4275,163.54735,162.47401,171.77634,175.35416,0
190.06062,199.42941,212.04121,215.28426,210.23953,208.79819,210.59987,208.0775,207.35683,200.15009,201.59143,200.51042,199.06906,192.94333,190.78131,192.94333,192.583,182.85388,184.29523,184.65556,184.65556,196.14812,189.66205,182.09496,170.92448,162.99707,172.36584,160.83504,166.60045,171.64517,163.3574,160.11436,170.92448,174.52786,162.99707,161.55571,171.28484,175.24854,162.2764,161.55571,168.40213,170.56415,0
188.2472,198.01588,211.76443,215.02066,209.23181,208.5082,207.06099,205.25197,204.89017,196.20686,197.65408,197.65408,197.65408,186.79997,188.2472,189.3326,189.6944,179.20209,179.56389,180.6493,181.73471,193.83887,188.41182,180.09033,168.5126,163.08556,162.36194,158.0203,165.61818,171.40704,161.63834,159.46751,171.40704,175.74869,161.27654,162.00014,172.49245,176.83409,164.89456,162.72374,169.95982,173.57787,0
187.77779,197.83063,211.47379,214.34602,208.96057,210.3967,207.52444,205.37027,205.01123,196.3945,197.11256,197.4716,197.11256,186.34166,187.77779,188.85487,188.85487,178.443,179.16106,180.23814,181.67427,194.35208,187.88954,179.99088,169.21997,164.19354,162.03935,159.16711,166.34772,171.37415,163.8345,159.52614,172.09221,176.04153,162.39839,162.03935,173.52832,176.7596,165.27063,163.47548,171.01512,173.88736,0
189.2775,200.26979,213.82695,217.49104,211.6285,203.20107,210.52927,208.69722,208.33081,194.40724,201.36902,202.46825,200.26979,185.247,191.84238,194.04083,192.9416,176.81956,181.5829,185.247,184.51418,194.92653,185.7663,175.87323,165.24734,156.08711,164.14812,154.98788,163.78171,169.27786,167.81223,156.08711,169.27786,173.30836,167.4458,159.01839,171.10991,175.50682,168.17863,161.94966,168.91145,172.94196,0
191.73253,203.46014,215.55424,220.68507,215.92073,199.42877,210.7899,212.98883,212.62234,192.09901,206.75854,208.59097,205.65907,187.33467,199.42877,200.52824,197.59634,180.37141,191.73253,192.09901,188.80063,194.70737,185.54517,174.18404,163.5559,153.66072,162.08994,153.66072,160.99048,165.75482,159.891,155.85965,166.1213,171.61862,162.45644,158.42506,170.15268,173.81755,164.28886,162.45644,170.51917,173.45107,0
193.46536,205.419,216.64818,221.71942,219.18379,201.43446,211.93916,216.64818,215.92372,194.91429,210.85248,213.02586,207.95462,190.56752,205.05678,205.419,201.79669,184.7718,198.89883,199.26106,195.27652,195.50203,184.99731,173.40591,162.53897,152.75871,160.00334,153.12094,159.27888,164.71236,158.91666,155.29434,164.71236,170.50806,160.00334,158.19218,168.33467,171.95699,163.98788,161.09004,169.7836,172.68144,0
195.56279,206.37166,215.01874,218.982,218.2614,198.08485,211.41579,216.09962,213.21727,194.8422,211.77608,212.85696,209.97461,191.95984,209.25401,209.25401,204.20988,189.79807,205.29077,206.37166,200.60692,193.12292,184.47585,172.58609,161.05664,150.60806,157.45369,152.04926,158.17427,164.2993,156.7331,153.13014,163.939,168.98314,158.17427,156.0125,166.46107,170.06403,161.41693,159.97575,167.18166,171.14491,0
198.20337,206.81679,211.84128,215.43019,217.94244,194.97334,215.43019,217.22466,213.99463,191.7433,215.43019,215.43019,212.20016,192.1022,212.91795,214.35352,209.32903,194.25555,211.12349,212.55905,206.81679,191.16248,184.34352,175.37122,162.09221,150.60765,157.06772,150.60765,160.65665,165.32224,156.34993,152.76102,163.88667,168.19337,156.70883,155.27325,164.96335,169.98784,159.22107,156.70883,166.04002,169.98784,0
197.67079,202.3366,203.05441,208.07912,210.95038,190.85155,208.07912,211.30928,208.43802,190.85155,211.30928,211.6682,208.79694,192.64609,211.6682,212.0271,207.3613,196.95297,211.30928,211.6682,207.72021,190.5632,182.66724,168.31093,159.33824,153.95462,156.46698,149.64774,155.39026,159.69714,156.46698,149.28882,158.26152,163.64513,157.5437,153.2368,162.5684,166.8753,161.85059,156.82588,165.43967,168.31093,0
198.14641,206.40094,211.42543,215.73213,217.5266,194.1986,210.34875,215.73213,213.2199,191.68636,212.5021,215.37325,212.14322,192.04524,211.78432,212.86101,208.55429,194.1986,209.63097,211.06654,206.04205,191.16028,182.54686,173.57455,160.65442,149.52876,155.98883,150.24655,158.50107,163.88446,155.62993,150.60544,161.7311,167.11449,156.34772,154.91214,164.60223,169.26784,159.21886,157.4244,166.03781,169.98563,0
194.58665,205.70815,216.47087,221.85225,219.34094,199.2505,212.8833,216.82964,215.75336,194.22789,212.16579,213.24205,209.65448,190.99907,206.78441,207.50192,202.47932,187.41148,201.76181,202.12056,197.09795,193.44196,183.7555,170.84021,159.35997,150.03226,156.4899,150.39102,157.20741,162.23003,155.77238,152.54356,162.23003,167.61139,156.4899,155.41362,165.10008,169.04642,161.51251,158.28369,166.89388,170.1227,0
194.20856,206.76872,218.61116,223.63522,219.68774,201.74466,213.94595,217.53458,216.458,195.64401,212.15164,213.22823,209.63962,190.61993,204.97441,205.33327,201.74466,184.87816,197.43831,198.5149,193.8497,193.00978,183.32051,171.83694,160.71223,151.74068,157.12361,151.74068,158.2002,163.58311,155.68816,153.53499,163.58311,168.96605,157.48247,157.12361,166.81288,170.76036,162.50653,160.35336,168.6072,170.76036,0
195.22661,206.0385,219.37315,224.7791,218.65236,210.72365,219.01276,216.85037,215.4088,201.71375,210.00285,209.64246,207.48007,191.62265,201.71375,201.71375,198.83057,184.77512,192.70383,193.06422,190.18106,190.19112,183.70398,175.05447,165.68417,159.55745,160.99902,154.5119,162.80101,167.48616,162.80101,154.5119,167.48616,171.45052,160.63863,157.03467,168.92775,171.81091,160.99902,159.55745,166.76537,170.00893,0
195.65753,206.0221,219.24583,224.60681,218.53104,212.45526,218.88844,216.38664,215.31445,206.0221,209.59607,208.16647,207.09428,194.94273,199.58891,199.94632,198.51672,184.93558,189.58176,191.36874,190.29655,189.21008,183.8491,177.41592,166.69397,163.11998,163.47739,155.25722,163.83478,169.19576,159.546,155.25722,168.83836,171.69756,161.333,157.40161,169.19576,171.34015,162.76259,157.759,166.33658,169.55316,0
195.63063,205.55414,218.31296,222.21147,217.95854,216.18648,217.95854,215.12325,213.7056,207.3262,209.09825,206.97179,206.26297,198.46591,198.46591,198.46591,198.46591,189.60564,189.60564,189.96004,191.02327,189.72186,184.4057,178.3807,168.45718,158.17926,169.52042,157.11603,163.49542,167.74837,159.2425,156.0528,167.74837,170.93806,156.0528,157.82484,168.10278,170.58365,158.53368,156.76161,163.84984,166.68513,0
197.54149,204.9554,215.19366,218.018,214.13452,220.48932,216.25279,213.0754,210.95714,210.95714,208.48584,206.01453,204.60236,201.42496,201.42496,199.65974,198.95366,190.83365,192.95192,192.24583,192.24583,190.42409,185.83453,178.42061,167.12321,157.59103,166.77017,156.17886,161.47452,166.06409,162.53365,155.82582,164.29887,167.8293,158.29713,155.82582,164.65192,169.24149,157.23799,156.17886,162.88669,165.00496,0
195.67682,203.15915,210.28519,210.99779,210.28519,218.12383,218.48013,211.71039,207.07848,208.50368,207.07848,201.37764,201.02135,200.30873,199.95244,195.32051,195.32051,190.33229,189.61967,187.48187,189.61967,191.1052,185.40436,175.4279,163.66995,154.04979,163.31364,161.53214,157.25652,164.02625,157.96912,152.26828,161.88844,165.80775,154.4061,152.62459,162.24474,165.80775,154.04979,154.4061,161.17583,164.73885,0
195.66289,202.67941,209.34512,210.04677,205.83685,212.50256,218.11578,208.9943,208.64346,206.88933,204.08272,200.9253,200.9253,198.4695,197.41702,194.61041,195.66289,190.04967,187.24306,187.9447,190.04967,189.52487,184.26248,174.79016,164.26537,162.16042,153.38976,162.16042,162.16042,164.96703,150.93398,157.24884,164.26537,164.6162,151.28479,153.38976,164.26537,164.96703,153.03893,156.19637,161.80959,163.91455,0
